qid,policy,representation,packer,em,f1,ans_in_context,ans_in_context_soft,gold_token_density,gold_doc_reader_cov,context_tokens,base_recall@5,base_all_gold@5,ans_in_context_nli
expertqa_809,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.3182,0.4625,0.5,160.0,1.0,1.0,0.3641
expertqa_251,chunk_mmr_160,chunk,mmr,0.0,0.0652,0.0,0.2958,0.4797,0.25,148.0,0.75,0.0,0.6651
expertqa_67,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2917,0.0187,0.3333,160.0,1.0,1.0,0.0008
expertqa_1471,chunk_mmr_160,chunk,mmr,0.0,0.0822,0.0,0.28,0.6913,0.6667,149.0,0.6667,0.0,0.0004
expertqa_1452,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1786,0.0,0.0,157.0,1.0,1.0,0.0151
expertqa_1368,chunk_mmr_160,chunk,mmr,0.0,0.0216,0.0,0.2897,1.0,0.2222,151.0,0.4444,0.0,0.0095
expertqa_154,chunk_mmr_160,chunk,mmr,0.0,0.0327,0.0,0.2342,0.0,0.0,158.0,0.3333,0.0,0.0114
expertqa_60,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1722,1.0,0.1333,155.0,0.3333,0.0,0.0036
expertqa_1034,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2933,1.0,0.4,157.0,0.6,0.0,0.0034
expertqa_1401,chunk_mmr_160,chunk,mmr,0.0,0.0119,0.0,0.2793,0.4964,1.0,139.0,1.0,1.0,0.0934
expertqa_1974,chunk_mmr_160,chunk,mmr,0.0,0.0455,0.0,0.3855,0.3987,0.3333,158.0,1.0,1.0,0.0521
expertqa_494,chunk_mmr_160,chunk,mmr,0.0,0.0588,0.0,0.6222,0.3924,0.5,158.0,0.5,0.0,0.1341
expertqa_740,chunk_mmr_160,chunk,mmr,0.0,0.0241,0.0,0.1553,0.1266,0.3333,158.0,1.0,1.0,0.0004
expertqa_1027,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1892,0.0,0.0,160.0,1.0,1.0,0.0015
expertqa_1661,chunk_mmr_160,chunk,mmr,0.0,0.0571,0.0,0.1882,0.0,0.0,156.0,1.0,1.0,0.0071
expertqa_822,chunk_mmr_160,chunk,mmr,0.0,0.0408,0.0,0.4,1.0,0.6667,147.0,0.6667,0.0,0.0045
expertqa_533,chunk_mmr_160,chunk,mmr,0.0,0.0267,0.0,0.4397,1.0,0.4,157.0,1.0,1.0,0.0183
expertqa_1047,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.3152,1.0,0.6667,142.0,1.0,1.0,0.0017
expertqa_168,chunk_mmr_160,chunk,mmr,0.0,0.0071,0.0,0.2117,1.0,0.0769,158.0,0.3846,0.0,0.0034
expertqa_1996,chunk_mmr_160,chunk,mmr,0.0,0.0353,0.0,0.4194,1.0,0.25,159.0,0.625,0.0,0.5406
expertqa_1872,chunk_mmr_160,chunk,mmr,0.0,0.1538,0.0,0.4054,0.4228,1.0,149.0,1.0,1.0,0.0052
expertqa_1090,chunk_mmr_160,chunk,mmr,0.0,0.0455,0.0,0.4918,1.0,0.4,152.0,0.8,0.0,0.003
expertqa_86,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2836,0.9557,1.0,158.0,1.0,1.0,0.0029
expertqa_589,chunk_mmr_160,chunk,mmr,0.0,0.0946,0.0,0.275,0.5157,1.0,159.0,1.0,1.0,0.9855
expertqa_1237,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2462,1.0,0.6667,144.0,1.0,1.0,0.0013
expertqa_1792,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1923,1.0,0.5,153.0,0.5,0.0,0.0004
expertqa_1821,chunk_mmr_160,chunk,mmr,0.0,0.0629,0.0,0.5052,1.0,0.5,153.0,1.0,1.0,0.5771
expertqa_409,chunk_mmr_160,chunk,mmr,0.0,0.0241,0.0,0.2054,0.3791,0.3333,153.0,1.0,1.0,0.0127
expertqa_728,chunk_mmr_160,chunk,mmr,0.0,0.018,0.0,0.2927,0.3063,0.25,160.0,0.5,0.0,0.0007
expertqa_66,chunk_mmr_160,chunk,mmr,0.0,0.0456,0.0,0.1553,0.981,0.25,158.0,0.5,0.0,0.0024
expertqa_944,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.291,1.0,0.5,146.0,1.0,1.0,0.8798
expertqa_1407,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.3,0.3355,0.5,155.0,1.0,1.0,0.0018
expertqa_1886,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1273,0.0,0.0,157.0,0.6667,0.0,0.0012
expertqa_1810,chunk_mmr_160,chunk,mmr,0.0,0.0188,0.0,0.1695,1.0,0.2,153.0,0.2,0.0,0.042
expertqa_70,chunk_mmr_160,chunk,mmr,0.0,0.0299,0.0,0.2743,1.0,0.5,140.0,1.0,1.0,0.059
expertqa_543,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1538,0.1282,0.25,156.0,1.0,1.0,0.0081
expertqa_897,chunk_mmr_160,chunk,mmr,0.0,0.0887,0.0,0.3571,1.0,0.4,154.0,0.6,0.0,0.1165
expertqa_1732,chunk_mmr_160,chunk,mmr,0.0,0.0583,0.0,0.3391,1.0,0.5,140.0,1.0,1.0,0.1183
expertqa_2030,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.3929,1.0,0.4,158.0,1.0,1.0,0.0019
expertqa_2027,chunk_mmr_160,chunk,mmr,0.0,0.0357,0.0,0.3488,1.0,0.3333,155.0,0.8333,0.0,0.0036
expertqa_226,chunk_mmr_160,chunk,mmr,0.0,0.012,0.0,0.1576,0.7799,0.75,159.0,0.75,0.0,0.1123
expertqa_690,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.3187,0.6,1.0,160.0,1.0,1.0,0.0112
expertqa_1660,chunk_mmr_160,chunk,mmr,0.0,0.0134,0.0,0.1667,0.0,0.0,149.0,0.1667,0.0,0.0013
expertqa_1155,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1486,0.4177,0.3333,158.0,0.3333,0.0,0.6635
expertqa_584,chunk_mmr_160,chunk,mmr,0.0,0.0317,0.0,0.3068,1.0,0.5,160.0,0.75,0.0,0.2612
expertqa_787,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2583,1.0,0.2857,147.0,0.7143,0.0,0.5097
expertqa_1686,chunk_mmr_160,chunk,mmr,0.0,0.0552,0.0,0.2151,0.5188,0.3333,160.0,1.0,1.0,0.2297
expertqa_1647,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1724,0.0,0.0,157.0,0.0,0.0,0.0007
expertqa_1271,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2231,0.4118,0.2,153.0,0.6,0.0,0.0078
expertqa_1579,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2857,1.0,0.5,156.0,1.0,1.0,0.0024
expertqa_1651,chunk_mmr_160,chunk,mmr,0.0,0.1346,0.0,0.3378,1.0,0.6667,155.0,1.0,1.0,0.9812
expertqa_1409,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2277,0.4557,0.25,158.0,0.25,0.0,0.0177
expertqa_1098,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1549,0.404,0.25,151.0,0.5,0.0,0.0083
expertqa_1205,chunk_mmr_160,chunk,mmr,0.0,0.0237,0.0,0.1875,0.4313,0.1429,160.0,0.5714,0.0,0.973
expertqa_857,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2821,1.0,0.4,145.0,1.0,1.0,0.003
expertqa_1156,chunk_mmr_160,chunk,mmr,0.0,0.0177,0.0,0.3253,1.0,0.5,160.0,0.75,0.0,0.002
expertqa_490,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1923,0.2215,1.0,158.0,1.0,1.0,0.9502
expertqa_1948,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1167,0.1111,0.3333,153.0,0.6667,0.0,0.0003
expertqa_2010,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1345,0.5094,0.1111,159.0,0.2222,0.0,0.0161
expertqa_1456,chunk_mmr_160,chunk,mmr,0.0,0.04,0.0,0.15,0.0,0.0,160.0,1.0,1.0,0.0006
expertqa_206,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1091,0.0,0.0,149.0,0.2222,0.0,0.0013
expertqa_1146,chunk_mmr_160,chunk,mmr,0.0,0.1354,0.0,0.303,1.0,1.0,159.0,1.0,1.0,0.952
expertqa_573,chunk_mmr_160,chunk,mmr,0.0,0.1569,0.0,0.2521,1.0,0.5,136.0,1.0,1.0,0.2539
expertqa_218,chunk_mmr_160,chunk,mmr,0.0,0.0885,0.0,0.3467,1.0,0.3333,155.0,0.6667,0.0,0.2256
expertqa_314,chunk_mmr_160,chunk,mmr,0.0,0.0171,0.0,0.1205,0.0,0.0,154.0,1.0,1.0,0.0011
expertqa_1580,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.4194,1.0,0.6667,143.0,1.0,1.0,0.0006
expertqa_1010,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2885,0.3774,0.5,159.0,1.0,1.0,0.0031
expertqa_909,chunk_mmr_160,chunk,mmr,0.0,0.0284,0.0,0.31,1.0,0.5,157.0,0.75,0.0,0.0015
expertqa_1079,chunk_mmr_160,chunk,mmr,0.0,0.0336,0.0,0.3846,1.0,0.6667,155.0,1.0,1.0,0.0013
expertqa_1381,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1791,0.0,0.0,146.0,0.3333,0.0,0.0012
expertqa_203,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.093,0.0,0.0,146.0,1.0,1.0,0.0009
expertqa_467,chunk_mmr_160,chunk,mmr,0.0,0.0261,0.0,0.2277,0.9625,0.5,160.0,1.0,1.0,0.002
expertqa_220,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1538,0.0,0.0,153.0,1.0,1.0,0.0004
expertqa_1359,chunk_mmr_160,chunk,mmr,0.0,0.1022,0.0,0.2632,1.0,0.6667,156.0,1.0,1.0,0.0384
expertqa_1629,chunk_mmr_160,chunk,mmr,0.0,0.0465,0.0,0.427,1.0,0.5,155.0,1.0,1.0,0.4155
expertqa_1674,chunk_mmr_160,chunk,mmr,0.0,0.058,0.0,0.2034,0.5263,0.3333,152.0,0.6667,0.0,0.0077
expertqa_977,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2553,0.0,0.0,160.0,1.0,1.0,0.0006
expertqa_922,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.3407,0.5,0.5,156.0,1.0,1.0,0.0962
expertqa_130,chunk_mmr_160,chunk,mmr,0.0,0.0438,0.0,0.2681,1.0,0.5,153.0,0.75,0.0,0.0042
expertqa_1774,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2083,0.0,0.0,159.0,1.0,1.0,0.0002
expertqa_1806,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.4528,1.0,0.5,148.0,1.0,1.0,0.9106
expertqa_810,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2667,0.0,0.0,159.0,1.0,1.0,0.0012
expertqa_1982,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.3158,1.0,0.5,159.0,1.0,1.0,0.0017
expertqa_55,chunk_mmr_160,chunk,mmr,0.0,0.0266,0.0,0.1951,1.0,0.1818,159.0,0.4545,0.0,0.0038
expertqa_378,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2308,1.0,0.1667,137.0,0.8333,0.0,0.001
expertqa_493,chunk_mmr_160,chunk,mmr,0.0,0.1569,0.0,0.3824,0.3267,0.3333,150.0,1.0,1.0,0.0015
expertqa_150,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1883,0.0,0.0,144.0,0.0,0.0,0.2941
expertqa_883,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2273,1.0,0.4286,156.0,0.7143,0.0,0.0194
expertqa_1113,chunk_mmr_160,chunk,mmr,0.0,0.0297,0.0,0.3701,1.0,0.4,158.0,1.0,1.0,0.0011
expertqa_1631,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.232,0.5541,0.1429,157.0,0.1429,0.0,0.0607
expertqa_137,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.206,1.0,0.125,144.0,0.3125,0.0,0.0037
expertqa_648,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.6579,0.3873,1.0,142.0,1.0,1.0,0.0168
expertqa_42,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1644,0.0,0.0,141.0,0.0,0.0,0.0003
expertqa_1789,chunk_mmr_160,chunk,mmr,0.0,0.0704,0.0,0.2069,1.0,0.25,143.0,0.75,0.0,0.1245
expertqa_200,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1971,1.0,0.2727,157.0,0.3636,0.0,0.0035
expertqa_767,chunk_mmr_160,chunk,mmr,0.0,0.0094,0.0,0.1923,1.0,0.2222,155.0,0.5556,0.0,0.0044
expertqa_552,chunk_mmr_160,chunk,mmr,0.0,0.0684,0.0,0.2785,0.5526,0.3333,152.0,1.0,1.0,0.0005
expertqa_1625,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2188,0.4286,0.25,154.0,0.75,0.0,0.0403
expertqa_1904,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.3707,1.0,0.6667,157.0,1.0,1.0,0.0009
expertqa_54,chunk_mmr_160,chunk,mmr,0.0,0.0167,0.0,0.358,1.0,0.6,160.0,0.8,0.0,0.0006
expertqa_382,chunk_mmr_160,chunk,mmr,0.0,0.023,0.0,0.2698,1.0,0.6,158.0,1.0,1.0,0.001
expertqa_954,chunk_mmr_160,chunk,mmr,0.0,0.0098,0.0,0.3788,1.0,0.6667,154.0,1.0,1.0,0.0339
expertqa_1866,chunk_mmr_160,chunk,mmr,0.0,0.0126,0.0,0.117,0.4313,0.125,160.0,0.375,0.0,0.0602
expertqa_1232,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2,0.4145,0.3333,152.0,1.0,1.0,0.0015
expertqa_379,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.118,1.0,0.0909,148.0,0.1818,0.0,0.8167
expertqa_1374,chunk_mmr_160,chunk,mmr,0.0,0.0088,0.0,0.1759,0.0506,0.3333,158.0,0.6667,0.0,0.0011
expertqa_231,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.3846,1.0,1.0,155.0,1.0,1.0,0.0007
expertqa_85,chunk_mmr_160,chunk,mmr,0.0,0.0667,0.0,0.2143,0.0,0.0,160.0,1.0,1.0,0.0019
expertqa_1978,chunk_mmr_160,chunk,mmr,0.0,0.0513,0.0,0.2963,0.5897,1.0,156.0,1.0,1.0,0.0014
expertqa_669,chunk_mmr_160,chunk,mmr,0.0,0.0225,0.0,0.274,0.5613,0.2,155.0,0.4,0.0,0.001
expertqa_987,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1532,1.0,0.2222,160.0,0.5556,0.0,0.8256
expertqa_927,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.234,0.5563,0.5,160.0,1.0,1.0,0.0014
expertqa_1682,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2105,0.0,0.0,158.0,1.0,1.0,0.0042
expertqa_169,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.3,0.0,0.0,152.0,1.0,1.0,0.0008
expertqa_606,chunk_mmr_160,chunk,mmr,0.0,0.029,0.0,0.3196,1.0,1.0,155.0,1.0,1.0,0.2764
expertqa_1124,chunk_mmr_160,chunk,mmr,0.0,0.0753,0.0,0.2054,0.4,0.5,145.0,1.0,1.0,0.0004
expertqa_554,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1875,0.0,0.0,157.0,1.0,1.0,0.0005
expertqa_1394,chunk_mmr_160,chunk,mmr,0.0,0.0693,0.0,0.2602,1.0,0.4,149.0,1.0,1.0,0.0067
expertqa_1611,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.3261,0.6218,0.3333,156.0,1.0,1.0,0.0068
expertqa_1110,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1828,0.0,0.0,155.0,0.0,0.0,0.0029
expertqa_1015,chunk_mmr_160,chunk,mmr,0.0,0.0447,0.0,0.2525,1.0,0.25,158.0,0.625,0.0,0.001
expertqa_487,chunk_mmr_160,chunk,mmr,0.0,0.0187,0.0,0.1429,0.0,0.0,143.0,0.0,0.0,0.9556
expertqa_941,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.3472,1.0,1.0,157.0,1.0,1.0,0.123
expertqa_1160,chunk_mmr_160,chunk,mmr,0.0,0.0862,0.0,0.3529,1.0,0.3333,154.0,1.0,1.0,0.089
expertqa_1568,chunk_mmr_160,chunk,mmr,0.0,0.0141,0.0,0.1949,1.0,1.0,158.0,1.0,1.0,0.0123
expertqa_1273,chunk_mmr_160,chunk,mmr,0.0,0.0128,0.0,0.2617,1.0,0.6667,159.0,1.0,1.0,0.0117
expertqa_65,chunk_mmr_160,chunk,mmr,0.0,0.0216,0.0,0.2156,1.0,0.25,151.0,0.5,0.0,0.0035
expertqa_3,chunk_mmr_160,chunk,mmr,0.0,0.0143,0.0,0.1523,1.0,0.1818,155.0,0.4545,0.0,0.0382
expertqa_201,chunk_mmr_160,chunk,mmr,0.0,0.0372,0.0,0.189,1.0,0.1333,158.0,0.3333,0.0,0.087
expertqa_938,chunk_mmr_160,chunk,mmr,0.0,0.0342,0.0,0.631,1.0,0.6667,143.0,1.0,1.0,0.9519
expertqa_924,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2093,0.0,0.0,157.0,1.0,1.0,0.0006
expertqa_376,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2075,0.0,0.0,148.0,0.5,0.0,0.0009
expertqa_2014,chunk_mmr_160,chunk,mmr,0.0,0.0159,0.0,0.25,1.0,0.5,155.0,0.75,0.0,0.0104
expertqa_1569,chunk_mmr_160,chunk,mmr,0.0,0.0541,0.0,0.2826,1.0,0.3333,143.0,1.0,1.0,0.0025
expertqa_1276,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.3718,0.6115,0.25,157.0,1.0,1.0,0.0051
expertqa_1001,chunk_mmr_160,chunk,mmr,0.0,0.2424,0.0,0.3684,0.898,0.5,147.0,1.0,1.0,0.1309
expertqa_1031,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1605,0.0,0.0,153.0,1.0,1.0,0.0022
expertqa_1998,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2099,0.6519,0.25,158.0,0.25,0.0,0.0022
expertqa_1918,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1161,0.0,0.0,156.0,1.0,1.0,0.0011
expertqa_1,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2658,0.0,0.0,148.0,0.6667,0.0,0.0016
expertqa_926,chunk_mmr_160,chunk,mmr,0.0,0.0267,0.0,0.1562,0.0,0.0,157.0,0.25,0.0,0.0011
expertqa_912,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1667,0.0,0.0,158.0,1.0,1.0,0.0005
expertqa_1105,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1607,0.0,0.0,155.0,0.75,0.0,0.0003
expertqa_1595,chunk_mmr_160,chunk,mmr,0.0,0.046,0.0,0.4688,1.0,0.6667,157.0,1.0,1.0,0.4656
expertqa_572,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.32,1.0,0.6667,159.0,1.0,1.0,0.0019
expertqa_1193,chunk_mmr_160,chunk,mmr,0.0,0.0137,0.0,0.3158,1.0,0.3333,158.0,1.0,1.0,0.0067
expertqa_738,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.225,0.5436,0.2,149.0,0.2,0.0,0.0023
expertqa_61,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1224,0.0,0.0,141.0,0.0,0.0,0.0367
expertqa_1382,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.3523,0.6169,0.3333,154.0,0.6667,0.0,0.0482
expertqa_1317,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2,0.4351,0.25,154.0,0.25,0.0,0.0028
expertqa_31,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.15,0.7233,0.0769,159.0,0.0769,0.0,0.3412
expertqa_1813,chunk_mmr_160,chunk,mmr,0.0,0.1488,0.0,0.4302,1.0,1.0,155.0,1.0,1.0,0.0014
expertqa_1435,chunk_mmr_160,chunk,mmr,0.0,0.0476,0.0,0.4865,1.0,0.3333,148.0,1.0,1.0,0.0461
expertqa_943,chunk_mmr_160,chunk,mmr,0.0,0.0662,0.0,0.2065,0.604,0.5,149.0,1.0,1.0,0.145
expertqa_8,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2963,0.0,0.0,158.0,1.0,1.0,0.0016
expertqa_873,chunk_mmr_160,chunk,mmr,0.0,0.0159,0.0,0.2778,1.0,0.4,148.0,0.6,0.0,0.0059
expertqa_1850,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.4314,0.4211,0.3333,152.0,1.0,1.0,0.0013
expertqa_705,chunk_mmr_160,chunk,mmr,0.0,0.0187,0.0,0.3973,1.0,0.6667,160.0,1.0,1.0,0.0172
expertqa_1731,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1769,0.5597,0.3333,159.0,1.0,1.0,0.0019
expertqa_457,chunk_mmr_160,chunk,mmr,0.0,0.0865,0.0,0.2556,0.5267,0.3333,150.0,0.6667,0.0,0.0006
expertqa_636,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1961,0.0,0.0,157.0,1.0,1.0,0.0012
expertqa_1197,chunk_mmr_160,chunk,mmr,0.0,0.0423,0.0,0.3125,0.0,0.0,153.0,1.0,1.0,0.0008
expertqa_614,chunk_mmr_160,chunk,mmr,0.0,0.1591,0.0,0.3519,0.5125,0.5,160.0,1.0,1.0,0.005
expertqa_1830,chunk_mmr_160,chunk,mmr,0.0,0.0446,0.0,0.3411,1.0,0.5,149.0,1.0,1.0,0.006
expertqa_354,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1571,0.0,0.0,158.0,1.0,1.0,0.0006
expertqa_595,chunk_mmr_160,chunk,mmr,0.0,0.0359,0.0,0.22,0.5924,0.3333,157.0,0.3333,0.0,0.0018
expertqa_63,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1818,0.0,0.0,159.0,0.5,0.0,0.1996
expertqa_1115,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2212,0.0,0.0,155.0,0.75,0.0,0.0004
expertqa_1041,chunk_mmr_160,chunk,mmr,0.0,0.0192,0.0,0.2246,1.0,0.4,148.0,1.0,1.0,0.9687
expertqa_442,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2923,0.3904,1.0,146.0,1.0,1.0,0.0007
expertqa_1650,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1892,0.0,0.0,157.0,1.0,1.0,0.0124
expertqa_1268,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2326,1.0,0.6667,159.0,1.0,1.0,0.0008
expertqa_865,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.193,1.0,0.5,152.0,0.75,0.0,0.0004
expertqa_1968,chunk_mmr_160,chunk,mmr,0.0,0.0098,0.0,0.1684,1.0,0.1818,153.0,0.3636,0.0,0.0028
expertqa_36,chunk_mmr_160,chunk,mmr,0.0,0.0451,0.0,0.3556,1.0,0.5,154.0,1.0,1.0,0.0004
expertqa_1510,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2541,1.0,0.25,159.0,0.625,0.0,0.0168
expertqa_1241,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1912,0.0,0.0,159.0,1.0,1.0,0.0005
expertqa_1913,chunk_mmr_160,chunk,mmr,0.0,0.2,0.0,0.25,1.0,0.3333,150.0,1.0,1.0,0.0054
expertqa_4,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2891,1.0,0.5,155.0,1.0,1.0,0.6866
expertqa_1414,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1263,0.732,0.3333,153.0,1.0,1.0,0.1041
expertqa_882,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2414,0.4258,0.3333,155.0,1.0,1.0,0.7039
expertqa_855,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2833,0.5364,0.5,151.0,0.5,0.0,0.0425
expertqa_270,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2469,0.6144,0.3333,153.0,1.0,1.0,0.001
expertqa_114,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1838,1.0,0.3333,159.0,0.5,0.0,0.0002
expertqa_95,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1333,0.0,0.0,152.0,1.0,1.0,0.0005
expertqa_167,chunk_mmr_160,chunk,mmr,0.0,0.0351,0.0,0.2517,1.0,0.5,151.0,1.0,1.0,0.9106
expertqa_702,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2432,0.0705,0.3333,156.0,1.0,1.0,0.0003
expertqa_1641,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.5088,0.6352,0.5,159.0,1.0,1.0,0.0012
expertqa_783,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1333,0.0,0.0,160.0,1.0,1.0,0.0038
expertqa_1116,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2897,1.0,0.6667,151.0,1.0,1.0,0.7601
expertqa_816,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.3906,1.0,0.6667,158.0,1.0,1.0,0.0067
expertqa_1191,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2586,1.0,0.5,157.0,0.75,0.0,0.0028
expertqa_1581,chunk_mmr_160,chunk,mmr,0.0,0.0198,0.0,0.2295,1.0,0.2222,142.0,0.5556,0.0,0.0038
expertqa_1486,chunk_mmr_160,chunk,mmr,0.0,0.1481,0.0,0.4578,1.0,0.4,157.0,0.6,0.0,0.0544
expertqa_1081,chunk_submod_160,chunk,submod,0.0,0.0979,0.0,0.3571,0.8497,1.0,153.0,1.0,1.0,0.2088
expertqa_393,chunk_submod_160,chunk,submod,0.0,0.0164,0.0,0.5125,0.4412,0.5,136.0,1.0,1.0,0.064
expertqa_1162,chunk_submod_160,chunk,submod,0.0,0.0732,0.0,0.3,0.3427,0.3333,143.0,0.6667,0.0,0.0004
expertqa_1860,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.2754,0.3875,0.5,160.0,0.5,0.0,0.6469
expertqa_1460,chunk_submod_160,chunk,submod,0.0,0.0659,0.0,0.2812,0.4129,0.5,155.0,1.0,1.0,0.0008
expertqa_2021,chunk_submod_160,chunk,submod,0.0,0.0483,0.0,0.1941,1.0,0.6,105.0,1.0,1.0,0.525
expertqa_116,chunk_submod_160,chunk,submod,0.0,0.0,0.0,0.2394,0.8854,0.75,157.0,0.75,0.0,0.0007
expertqa_725,chunk_submod_160,chunk,submod,0.0,0.2293,0.0,0.3708,1.0,0.6,123.0,1.0,1.0,0.0218
expertqa_422,chunk_submod_160,chunk,submod,0.0,0.2192,0.0,0.4884,1.0,0.6667,155.0,1.0,1.0,0.004
